,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
rebalacning_date_5,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30
weights_5,0.8623178526460988,7.416915945562299,0.41559570304668253,26.01977957864515,9.183755303024226,32.140336666853784,3.9617049473506927,1.5468741228457088,2.605348736496836,6.210553118458932,9.636818025069571
seed_money_5,945.7566802873936,8134.584922625363,455.80920219733326,28537.482183160366,10072.385607357439,35250.271133883085,4345.043892790945,1696.5513711165654,2857.4451572110224,6811.493096238651,10569.287178684908
num_shares_5,16.25849544932772,164.2686777589936,7.702081821516277,1018.4683148879502,129.71520421580732,437.78280096725143,70.75466361815576,43.125352595743905,44.15088314602939,75.57409404458727,87.5738435552648
rebalacning_date_6,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31
weights_6,0.6549809655127751,14.154967488366466,1.0516847309106232,14.989423986766855,11.565653021146428,26.38325382373344,1.84774596605645,1.154177802697749,1.4105356568990597,6.041391612575186,20.746184945334946
seed_money_6,785.8655417054156,16983.54880337464,1261.842456922927,17984.754399680227,13876.812694128339,31655.408553602243,2216.9802803538514,1384.8166769721822,1692.402415444183,7248.640406754463,24891.88652623278
num_shares_6,12.790780301194916,316.5619534645786,21.00620038160358,584.4899057419639,170.30943414492316,345.2438494230804,35.21252033598874,35.792625406362944,26.177918258997412,71.148806505246,198.46823892706732
rebalacning_date_7,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31
weights_7,0.5607720118498319,13.650099477855658,0.7536847051590199,15.609980608431616,7.8993278333511165,30.06543134172428,2.3886721245232816,1.2604206015761747,2.0267805997055977,7.0725501924676175,18.71228050335582
seed_money_7,535.0057892111419,13022.907865659292,719.0545747278614,14892.736831561044,7536.371345956681,28683.991859529568,2278.9179704807625,1202.5070874343523,1933.6545537042562,6747.582292801414,17852.49296878072
num_shares_7,11.881096806820826,294.5026654377949,24.76936185765971,715.9969630558194,127.71346120923032,356.5443363521388,41.78434122626994,38.79055120755975,34.87832889076941,76.18360949307231,182.11254686096828
rebalacning_date_8,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30
weights_8,0.5803234018231932,12.488108383855726,0.9539363599559306,15.271542469520488,6.8072687072826215,30.230687952711797,2.3742120825087016,1.0178972739840897,2.250639546470368,6.902013082971207,21.123370738915888
seed_money_8,677.6864013593163,14583.284430460928,1113.9817847657632,17833.70552843641,7949.349309076706,35302.60207485383,2772.5424086022545,1188.6736574684976,2628.2376519931513,8059.989298447658,24667.316630108842
num_shares_8,12.028512626185947,269.91087230170143,29.454833018661112,770.0218276526947,115.64371994583513,337.9533034161768,47.24850730406023,34.12786843148142,46.56693217564053,80.55961317788764,193.13589594510526
